,SAR,CUSTOMER_TYPE.x,RISK_RATING.x,PEP_FLAG,OFFSHORE_FLAG,BUSINESS_TYPE_DESCRIPTION,COMPANY_FORM,MAIN_RELATIONSHIP_MGR_SRC_UNID,PARENT_CHILD_FLAG,PLACE_OF_BIRTH,DOMESTIC_PEP_CODE,DOMESTIC_PEP_SOURCE_CODE,FOREIGN_PEP_CODE,FOREIGN_PEP_SOURCE_CODE,ADDRESS_COUNTRY_REGION,ADDRESS_COUNTRY_RISK_WEIGHT,CUST_TYPE_ALTERNATIVE_DESCR,BUSINESS_TYPE,BUSINESS_TYPE_DESC,AVG_MT103_DEBIT_3M,AVG_MT103_DEBIT_12M,RATIO_NUM_MT103_12M,TTL_NUM_IN_MT202_M1_TXN,TTL_NUM_IN_MT202_M2_TXN,TTL_NUM_IN_MT202_M3_TXN,TTL_NUM_IN_MT202_M4_TXN,TTL_NUM_IN_MT202_M5_TXN,TTL_NUM_IN_MT202_M6_TXN,TTL_NUM_IN_MT202_M7_TXN,TTL_NUM_IN_MT202_M8_TXN,TTL_NUM_IN_MT202_M9_TXN,TTL_NUM_IN_MT202_M10_TXN,TTL_NUM_IN_MT202_M11_TXN,TTL_NUM_IN_MT202_M12_TXN,TTL_NUM_IN_MT103_202C_M1_TXN,CLIENT_ACC_KNOWN_FOR_MONTH,pred_rf.No_SAR,pred_rf.SAR,ratio_bins
344,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,517.33,255.75,102.28,504,581,467,367,653,511,372,18,16,14,21,22,27,76,0.99,0.01,"(88.9,140]"
345,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Ges. m. b. H.,WZBTOI1,C,Moskau,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,93.33,152.25,-38.7,106,87,87,107,140,91,112,228,191,190,208,154,232,79,0.77,0.23,"(-51.1,-36.4]"
346,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,9.67,18.83,-48.67,8,9,12,17,26,9,11,10,25,22,23,20,42,82,1.00,0.00,"(-51.1,-36.4]"
347,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,551.33,376.17,46.57,532,647,475,448,615,663,495,418,293,259,138,31,32,32,0.87,0.13,"(43.6,51.6]"
348,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,Tirana,NO_PEP,NONE,NO_PEP,NONE,EUROPE,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,25,51.42,-51.38,9,25,41,44,77,66,47,53,40,52,79,85,8,81,0.99,0.01,"(-99.1,-51.1]"
349,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,Tirana,NO_PEP,NONE,NO_PEP,NONE,EUROPE,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,55.33,33.58,64.76,66,47,53,40,52,79,85,8,7,11,10,9,2,76,0.99,0.01,"(63.9,88.9]"
350,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,538.67,329.92,63.27,535,558,523,421,587,436,515,409,109,80,118,105,98,81,0.97,0.03,"(51.6,63.9]"
351,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),Y,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,RELATED_PEP,INHERITED,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,21.33,13.83,54.22,27,20,17,20,13,17,13,12,16,5,11,13,9,78,1.00,0.00,"(51.6,63.9]"
352,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,Baku,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,122.67,62.17,97.32,179,123,66,56,53,56,75,61,58,59,49,44,46,78,0.75,0.25,"(88.9,140]"
353,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,1980,1266,56.4,1971,2013,1956,1726,1920,1416,1150,1528,1398,776,541,408,360,79,0.88,0.12,"(51.6,63.9]"
354,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,599.33,304.67,96.72,531,586,681,892,346,223,239,177,86,134,130,81,81,81,0.90,0.10,"(88.9,140]"
355,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,0.67,2.92,-77.14,0,1,1,1,5,3,3,6,4,2,1,4,4,81,1.00,0.00,"(-99.1,-51.1]"
356,No_SAR,FI - Corr-Bank CIS,High Risk (special case),Y,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,RELATED_PEP,INHERITED,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,957,334.08,186.46,743,1158,970,797,220,194,64,102,134,127,92,98,53,73,0.89,0.11,"(140,616]"
357,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),Y,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,RELATED_PEP,INHERITED,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,269,171.5,56.85,303,267,237,208,223,215,185,157,119,97,153,104,93,77,0.86,0.14,"(51.6,63.9]"
358,No_SAR,FI - Corr-Bank BALTIC,High Risk (special case),N,N,66-FI-Corr-B-BALTIC - Correspondent Bank from Baltic Country,Aktiengesellschaft,WZBTOI2,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,3,11 - Banks - FI,66-FI-Corr-B-BALTIC,66-FI-Corr-B-BALTIC - Correspondent Bank from Baltic Country,1206.33,773.17,56.03,1229,1141,1249,971,660,646,670,734,808,698,699,512,490,74,0.89,0.11,"(51.6,63.9]"
359,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Europäische Gesellschaft,WZBJM1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,109.67,72.33,51.61,128,92,109,84,138,129,123,144,15,14,6,6,8,78,0.98,0.02,"(51.6,63.9]"
360,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,Baku,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,333,240.83,38.27,344,345,310,394,346,290,251,211,162,179,155,140,107,75,0.73,0.27,"(36.5,43.6]"
361,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,626.67,330.67,89.52,686,766,428,252,396,352,352,335,271,258,271,191,96,76,0.94,0.06,"(88.9,140]"
362,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Sonstige Rechtsformen,WZBHBC,C,NA,NO_PEP,NONE,NO_PEP,NONE,ASIA,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,48.67,25.5,90.85,58,47,41,29,42,30,17,24,14,12,25,9,16,79,1.00,0.00,"(88.9,140]"
363,No_SAR,FI - Corr-Bank BALTIC,High Risk (special case),N,N,66-FI-Corr-B-BALTIC - Correspondent Bank from Baltic Country,Aktiengesellschaft,WZBTOI2,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,3,11 - Banks - FI,66-FI-Corr-B-BALTIC,66-FI-Corr-B-BALTIC - Correspondent Bank from Baltic Country,2534,1870.58,35.47,2889,2416,2297,2440,1942,1901,2058,2342,1813,1619,1923,1355,341,82,0.97,0.03,"(31.8,36.5]"
364,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,55,30.25,81.82,55,46,64,37,45,29,24,45,40,18,6,5,4,79,1.00,0.00,"(63.9,88.9]"
365,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,Kiev,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,70.67,40.83,73.06,50,78,84,66,70,58,56,20,20,17,6,4,11,84,0.98,0.02,"(63.9,88.9]"
366,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,97.33,68.92,41.23,87,109,96,100,75,58,50,49,43,62,69,67,49,74,0.94,0.06,"(36.5,43.6]"
367,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Ges. m. b. H.,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,262.33,165.42,58.59,177,309,301,310,288,410,170,37,43,25,44,39,9,73,0.97,0.03,"(51.6,63.9]"
368,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,733,307.75,138.18,630,677,892,714,540,153,140,140,157,114,96,53,17,74,0.93,0.07,"(88.9,140]"
369,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,Tirana,NO_PEP,NONE,NO_PEP,NONE,EUROPE,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,46.67,30.42,53.42,47,53,40,52,79,85,8,7,11,10,9,2,9,75,1.00,0.00,"(51.6,63.9]"
370,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,119,88.83,33.96,116,116,125,86,54,98,94,81,78,63,75,98,98,77,0.96,0.04,"(31.8,36.5]"
371,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,495.67,173.25,186.1,467,367,653,511,372,18,16,14,21,22,27,26,32,74,1.00,0.00,"(140,616]"
372,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,4.33,8.83,-50.94,3,3,7,10,6,2,19,7,18,18,9,5,2,78,1.00,0.00,"(-51.1,-36.4]"
373,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,30.33,17.92,69.3,27,36,28,20,18,17,18,14,9,12,7,28,8,73,1.00,0.00,"(63.9,88.9]"
374,No_SAR,FI - Corr-Bank CIS,High Risk (special case),Y,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,RELATED_PEP,INHERITED,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,492,313.42,56.98,513,555,408,486,467,469,518,209,125,133,112,147,132,83,0.85,0.15,"(51.6,63.9]"
375,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBLNO,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,1815.67,3331.33,-45.5,1603,1716,2128,2035,1895,2158,1952,1940,3131,5963,5812,5742,5504,74,1.00,0.00,"(-51.1,-36.4]"
376,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBKUI,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,100,58.75,70.21,86,104,110,73,113,68,59,59,38,49,19,12,1,79,1.00,0.00,"(63.9,88.9]"
377,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,264.67,70.92,273.21,612,101,81,99,65,54,76,62,79,38,83,66,47,74,0.99,0.01,"(140,616]"
378,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBJM1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,8,5.58,43.28,5,6,13,6,3,5,6,5,3,5,2,7,6,78,1.00,0.00,"(36.5,43.6]"
379,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,281.33,138.83,102.64,391,220,233,328,186,171,177,145,128,23,7,35,13,73,1.00,0.00,"(88.9,140]"
380,No_SAR,FI - Corr-Bank Other,High Risk (special case),Y,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,191.67,67.17,185.36,174,189,212,146,218,7,5,5,6,8,1,2,7,79,0.98,0.02,"(140,616]"
381,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Sonstige Rechtsformen,WZBGUB,C,NA,NO_PEP,NONE,NO_PEP,NONE,MID-EAST,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,19.33,198.42,-90.26,25,13,20,14,17,22,18,28,486,478,451,383,451,75,0.98,0.02,"(-99.1,-51.1]"
382,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHBC,C,NA,NO_PEP,NONE,NO_PEP,NONE,ASIA,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,123,82,50,93,121,155,187,143,74,48,56,37,40,40,50,33,82,0.99,0.01,"(43.6,51.6]"
383,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBRYD1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,18,422.83,-95.74,24,12,18,17,18,62,605,625,696,808,670,747,796,84,0.85,0.15,"(-99.1,-51.1]"
384,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Ges. m. b. H.,WZHZAT1,C,Moskau,NO_PEP,NONE,RELATED_PEP,INHERITED,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,82,129.33,-36.6,105,70,71,119,90,123,145,167,143,168,143,149,164,60,0.41,0.59,"(-51.1,-36.4]"
385,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,333.33,226.5,47.17,252,396,352,352,335,271,258,271,191,96,68,76,52,73,0.92,0.08,"(43.6,51.6]"
386,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,Tashkent,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,39,15.5,151.61,61,33,23,33,13,12,10,15,10,13,14,6,4,82,1.00,0.00,"(140,616]"
387,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZHSRY2,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,8,12.92,-38.06,3,11,10,7,6,12,14,8,18,17,14,18,20,83,1.00,0.00,"(-51.1,-36.4]"
388,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBKUI,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,369.67,1052.83,-64.89,357,333,419,419,393,706,852,982,1508,1299,1444,2977,1302,34,0.98,0.02,"(-99.1,-51.1]"
389,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,38.67,28.58,35.28,39,49,28,26,36,35,23,27,36,28,20,18,17,80,1.00,0.00,"(31.8,36.5]"
390,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Ges. m. b. H.,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,503.67,284.08,77.3,502,601,408,494,294,196,284,224,199,237,175,163,134,53,0.97,0.03,"(63.9,88.9]"
391,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,Tashkent,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,236.33,119.58,97.63,268,248,193,181,178,121,90,85,71,80,59,68,61,83,0.98,0.02,"(88.9,140]"
392,SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Ges. m. b. H.,WZBKUI,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,109,312.5,-65.12,90,106,131,159,408,444,537,542,580,387,311,46,99,78,0.51,0.49,"(-99.1,-51.1]"
393,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,269.33,122.67,119.57,346,223,239,177,86,134,130,81,81,74,73,82,92,77,1.00,0.00,"(88.9,140]"
394,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZHTSL2,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,81,59.75,35.56,86,67,90,70,75,62,65,59,45,66,37,38,43,57,0.26,0.74,"(31.8,36.5]"
395,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,264,132.5,99.25,336,279,177,131,97,142,76,90,140,109,117,135,97,80,0.96,0.04,"(88.9,140]"
396,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,134.33,74.33,80.72,125,111,167,107,10,22,41,79,92,56,71,64,72,76,0.83,0.17,"(63.9,88.9]"
397,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,31.33,21.42,46.3,36,35,23,27,36,28,20,18,17,18,14,9,12,76,1.00,0.00,"(43.6,51.6]"
398,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,606,434.75,39.39,619,611,588,490,372,512,423,332,457,464,309,390,269,80,0.47,0.53,"(36.5,43.6]"
399,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),Y,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,RELATED_PEP,INHERITED,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,222.67,144.92,53.65,237,208,223,215,185,157,119,97,153,104,93,94,91,75,0.96,0.04,"(51.6,63.9]"
400,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,11,52.58,-79.08,10,13,10,17,12,10,27,125,111,167,107,10,22,83,0.89,0.11,"(-99.1,-51.1]"
401,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,658.33,1855.75,-64.52,629,618,728,5150,4400,556,483,4051,355,1167,3960,398,403,79,0.99,0.01,"(-99.1,-51.1]"
