,SAR,CUSTOMER_TYPE.x,RISK_RATING.x,PEP_FLAG,OFFSHORE_FLAG,BUSINESS_TYPE_DESCRIPTION,COMPANY_FORM,MAIN_RELATIONSHIP_MGR_SRC_UNID,PARENT_CHILD_FLAG,PLACE_OF_BIRTH,DOMESTIC_PEP_CODE,DOMESTIC_PEP_SOURCE_CODE,FOREIGN_PEP_CODE,FOREIGN_PEP_SOURCE_CODE,ADDRESS_COUNTRY_REGION,ADDRESS_COUNTRY_RISK_WEIGHT,CUST_TYPE_ALTERNATIVE_DESCR,BUSINESS_TYPE,BUSINESS_TYPE_DESC,AVG_MT103_DEBIT_3M,AVG_MT103_DEBIT_12M,RATIO_NUM_MT103_12M,TTL_NUM_IN_MT202_M1_TXN,TTL_NUM_IN_MT202_M2_TXN,TTL_NUM_IN_MT202_M3_TXN,TTL_NUM_IN_MT202_M4_TXN,TTL_NUM_IN_MT202_M5_TXN,TTL_NUM_IN_MT202_M6_TXN,TTL_NUM_IN_MT202_M7_TXN,TTL_NUM_IN_MT202_M8_TXN,TTL_NUM_IN_MT202_M9_TXN,TTL_NUM_IN_MT202_M10_TXN,TTL_NUM_IN_MT202_M11_TXN,TTL_NUM_IN_MT202_M12_TXN,TTL_NUM_IN_MT103_202C_M1_TXN,CLIENT_ACC_KNOWN_FOR_MONTH,pred_rf.No_SAR,pred_rf.SAR,ratio_bins
60,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,210.67,156.67,34.47,186,207,239,129,128,180,171,129,133,152,158,134,120,77,0.50,0.50,"(31.8,36.5]"
61,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,127,49,159.18,81,70,230,95,97,13,9,8,5,13,30,16,2,75,0.98,0.02,"(140,616]"
62,No_SAR,FI - Corr-Bank CIS,High Risk (special case),Y,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,RELATED_PEP,INHERITED,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,222.67,442.42,-49.67,227,210,231,215,162,197,212,743,1158,970,797,220,194,80,0.86,0.14,"(-51.1,-36.4]"
63,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,59.33,24.25,144.67,88,16,74,5,3,3,23,47,78,30,2,6,4,77,1.00,0.00,"(140,616]"
64,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZHSRY2,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,106,80.5,31.68,134,88,96,88,98,74,67,67,58,81,75,74,100,78,0.96,0.04,"(-36.4,31.8]"
65,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBBRI5,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,6.33,2.75,130.3,8,4,7,5,1,2,2,2,2,3,1,2,2,73,1.00,0.00,"(88.9,140]"
66,No_SAR,FI - Corr-Bank BALTIC,High Risk (special case),N,N,66-FI-Corr-B-BALTIC - Correspondent Bank from Baltic Country,Aktiengesellschaft,WZBTOI2,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,3,11 - Banks - FI,66-FI-Corr-B-BALTIC,66-FI-Corr-B-BALTIC - Correspondent Bank from Baltic Country,14.33,7.75,84.95,12,11,20,19,19,7,4,2,2,2,2,4,1,57,0.99,0.01,"(63.9,88.9]"
67,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,101.67,64.5,57.62,109,96,100,75,58,50,49,43,62,69,67,49,56,73,0.31,0.69,"(51.6,63.9]"
68,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,1,1.67,-40,1,1,1,2,1,2,1,2,4,1,1,1,3,84,1.00,0.00,"(-51.1,-36.4]"
69,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,52.33,36.33,44.04,52,46,59,58,45,38,68,31,19,15,33,11,13,78,0.97,0.03,"(43.6,51.6]"
70,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,95.33,70.17,35.87,123,85,78,95,65,87,71,66,65,66,55,53,56,75,0.93,0.07,"(31.8,36.5]"
71,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,181,339.83,-46.74,161,212,170,248,254,300,281,354,635,384,365,456,419,80,0.99,0.01,"(-51.1,-36.4]"
72,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,139,241.5,-42.44,225,122,70,361,349,266,413,285,232,165,213,213,209,75,0.40,0.60,"(-51.1,-36.4]"
73,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Ges. m. b. H.,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,677,419.75,61.29,772,616,643,576,502,601,408,494,294,196,284,224,199,57,0.99,0.01,"(51.6,63.9]"
74,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,327,238.92,36.87,406,267,308,469,434,341,162,147,143,134,113,164,185,75,0.48,0.52,"(36.5,43.6]"
75,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,73.33,50.17,46.18,98,55,67,48,47,49,46,66,40,43,50,47,44,84,0.99,0.01,"(43.6,51.6]"
76,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBBGD,C,NA,NO_PEP,NONE,NO_PEP,NONE,MID-EAST,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,25.33,38.83,-34.76,24,27,25,32,22,37,41,56,31,38,51,60,46,82,0.99,0.01,"(-36.4,31.8]"
77,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Sonstige Rechtsformen,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,604.33,409.5,47.58,544,608,661,452,324,482,368,392,389,291,324,322,301,77,0.87,0.13,"(43.6,51.6]"
78,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,Baku,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,485,205.5,136.01,508,462,485,407,326,178,179,123,66,56,53,56,75,84,0.94,0.06,"(88.9,140]"
79,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Ges. m. b. H.,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,298.33,229,30.28,301,301,293,299,240,222,173,147,260,198,185,181,249,54,0.53,0.47,"(-36.4,31.8]"
80,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,Yerevan,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,187.67,138.83,35.17,192,180,191,193,165,156,112,88,113,146,118,113,91,80,0.93,0.07,"(31.8,36.5]"
81,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHBC,C,NA,NO_PEP,NONE,NO_PEP,NONE,ASIA,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,2.33,4.75,-50.88,2,3,2,6,5,4,11,4,3,4,7,1,7,50,1.00,0.00,"(-51.1,-36.4]"
82,No_SAR,FI - Corr-Bank BALTIC,High Risk (special case),N,N,66-FI-Corr-B-BALTIC - Correspondent Bank from Baltic Country,Aktiengesellschaft,WZBTOI2,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,3,11 - Banks - FI,66-FI-Corr-B-BALTIC,66-FI-Corr-B-BALTIC - Correspondent Bank from Baltic Country,76,156,-51.28,84,73,71,173,126,128,161,106,154,159,133,222,366,75,0.61,0.39,"(-99.1,-51.1]"
83,SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,939,706.92,32.83,917,948,952,678,805,567,611,632,704,688,689,630,579,79,0.14,0.86,"(31.8,36.5]"
84,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,Y,66-FI-Corr-B - Other Correspondent Bank,Ges. m. b. H.,WZBBGD,C,NA,NO_PEP,NONE,NO_PEP,NONE,MID-EAST,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,67,49.17,36.27,50,83,68,40,102,63,49,44,69,68,2,1,1,15,1.00,0.00,"(31.8,36.5]"
85,No_SAR,FI - Corr-Bank BALTIC,High Risk (special case),N,N,66-FI-Corr-B-BALTIC - Correspondent Bank from Baltic Country,Aktiengesellschaft,WZBTOI2,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,3,11 - Banks - FI,66-FI-Corr-B-BALTIC,66-FI-Corr-B-BALTIC - Correspondent Bank from Baltic Country,16.33,12.25,33.33,28,10,11,13,9,19,9,7,18,16,10,16,9,70,0.97,0.03,"(31.8,36.5]"
86,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBGUB,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,99.33,71.75,38.44,83,109,106,113,117,82,56,81,63,52,21,35,26,31,0.81,0.19,"(36.5,43.6]"
87,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,180,263,-31.56,173,165,202,174,161,212,170,248,254,300,281,354,635,84,0.55,0.45,"(-36.4,31.8]"
88,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,294.33,472.83,-37.75,190,198,495,492,593,597,621,440,582,422,400,410,424,83,0.62,0.38,"(-51.1,-36.4]"
89,No_SAR,FI - Corr-Bank Other,High Risk (special case),Y,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,29.33,19.83,47.9,34,32,22,32,24,13,18,21,17,19,14,13,13,75,1.00,0.00,"(43.6,51.6]"
90,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Sonstige Rechtsformen,WZBBGD,C,NA,NO_PEP,NONE,NO_PEP,NONE,MID-EAST,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,109,78.75,38.41,120,127,80,81,116,44,66,25,68,71,105,89,73,15,0.99,0.01,"(36.5,43.6]"
91,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHBC,C,NA,NO_PEP,NONE,NO_PEP,NONE,ASIA,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,47,32.83,43.15,48,56,37,40,40,50,33,23,24,23,32,18,18,76,1.00,0.00,"(36.5,43.6]"
92,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBBGD,C,NA,NO_PEP,NONE,NO_PEP,NONE,MID-EAST,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,24,35.67,-32.71,32,19,21,25,21,28,28,46,34,34,57,62,53,49,1.00,0.00,"(-36.4,31.8]"
93,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,6,13.67,-56.1,3,5,10,6,9,10,10,7,5,19,19,32,32,84,1.00,0.00,"(-99.1,-51.1]"
94,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,64190 - Kreditinstitute (ohne Spezialkreditinstitute),Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,64190,64190 - Kreditinstitute (ohne Spezialkreditinstitute),83.33,36.58,127.79,121,64,65,73,51,54,31,14,11,13,21,21,21,75,0.95,0.05,"(88.9,140]"
95,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Ges. m. b. H.,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,39.67,71.92,-44.84,33,31,55,59,69,63,81,79,81,84,77,93,91,51,0.95,0.05,"(-51.1,-36.4]"
96,No_SAR,FI - Corr-Bank BALTIC,High Risk (special case),N,N,66-FI-Corr-B-BALTIC - Correspondent Bank from Baltic Country,Aktiengesellschaft,WZBTOI2,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,3,11 - Banks - FI,66-FI-Corr-B-BALTIC,66-FI-Corr-B-BALTIC - Correspondent Bank from Baltic Country,2071,898.25,130.56,2058,2342,1813,1619,1923,1355,341,182,190,286,212,230,286,76,0.85,0.15,"(88.9,140]"
97,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,64190 - Kreditinstitute (ohne Spezialkreditinstitute),Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,2,11 - Banks - FI,64190,64190 - Kreditinstitute (ohne Spezialkreditinstitute),3.67,6,-38.89,4,4,3,2,6,8,2,9,10,9,6,7,6,79,1.00,0.00,"(-51.1,-36.4]"
98,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Sonstige Rechtsformen,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,ASIA,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,13,24.25,-46.39,15,12,12,14,17,12,3,4,38,46,48,42,43,18,1.00,0.00,"(-51.1,-36.4]"
99,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,32.67,17.33,88.46,45,29,24,45,40,18,6,5,4,2,16,9,10,75,1.00,0.00,"(63.9,88.9]"
100,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,1190.33,895.67,32.9,1149,1309,1113,907,759,818,845,691,778,947,927,830,824,81,0.68,0.32,"(31.8,36.5]"
101,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,Yerevan,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,171.33,116.25,47.38,193,165,156,112,88,113,146,118,113,91,79,112,102,77,0.95,0.05,"(43.6,51.6]"
102,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,818.33,497.5,64.49,827,902,726,762,838,727,647,502,269,185,130,140,142,81,0.98,0.02,"(63.9,88.9]"
103,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,111.33,75.75,46.97,126,123,85,78,95,65,87,71,66,65,66,55,53,76,0.98,0.02,"(43.6,51.6]"
104,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZHSRY1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,9.33,6.25,49.33,12,3,13,10,6,5,9,8,8,5,3,4,1,83,1.00,0.00,"(43.6,51.6]"
105,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,15,6.33,136.84,28,10,7,7,1,1,3,3,7,10,6,2,19,84,1.00,0.00,"(88.9,140]"
106,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,64190 - Kreditinstitute (ohne Spezialkreditinstitute),Ges. m. b. H.,WZBAZW,C,NA,NO_PEP,NONE,NO_PEP,NONE,MID-EAST,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,21.67,13.33,62.5,19,28,18,10,9,15,17,10,13,11,11,11,7,47,1.00,0.00,"(51.6,63.9]"
107,SAR,FI - Corr-Bank BALTIC,High Risk (special case),N,N,66-FI-Corr-B-BALTIC - Correspondent Bank from Baltic Country,Aktiengesellschaft,WZBTOI2,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,3,11 - Banks - FI,66-FI-Corr-B-BALTIC,66-FI-Corr-B-BALTIC - Correspondent Bank from Baltic Country,128.67,86.42,48.89,248,74,64,61,71,92,89,59,84,73,71,173,126,83,0.12,0.88,"(43.6,51.6]"
108,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,614.33,458.17,34.09,689,565,589,406,407,519,473,498,482,572,473,505,9,77,0.98,0.02,"(31.8,36.5]"
109,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,272.33,208,30.93,333,249,235,224,248,168,179,233,204,176,192,192,196,79,0.40,0.60,"(-36.4,31.8]"
110,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,Bitola,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,187.67,97.33,92.81,229,126,208,192,136,147,154,37,20,35,38,41,34,81,0.99,0.01,"(88.9,140]"
111,No_SAR,FI - Corr-Bank CIS,High Risk (special case),Y,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,RELATED_PEP,INHERITED,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,275.67,406.5,-32.19,274,287,266,227,210,231,215,162,197,212,743,1158,970,83,0.81,0.19,"(-36.4,31.8]"
112,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBJM1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,9,5.42,66.15,10,10,7,2,4,7,4,8,2,6,4,5,6,78,1.00,0.00,"(63.9,88.9]"
113,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,112,85.75,30.61,131,96,109,60,61,86,92,104,104,93,91,83,50,77,0.99,0.01,"(-36.4,31.8]"
114,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBRYD1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,1366,676,102.07,1433,1350,1315,1250,1221,728,694,286,334,225,257,205,247,83,0.80,0.20,"(88.9,140]"
115,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,761,252.42,201.49,677,892,714,540,153,140,140,157,114,96,53,17,13,73,0.97,0.03,"(140,616]"
116,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBTOI2,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,1662.33,1146.33,45.01,1737,1714,1536,1540,1466,917,1104,814,780,992,1057,894,942,81,0.88,0.12,"(43.6,51.6]"
117,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBTOI2,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,209,156.42,33.62,194,196,237,185,182,130,138,151,150,112,139,136,121,29,0.81,0.19,"(31.8,36.5]"
